Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,v10,"Solve for x, $16 + 6x = 22$",1,,,,6.333333333,44,228,60,3,,,"solution: 
$16 + 6x = 22$
$6x = 22 - 16$(subtracting 16 from both sides)
$6x = 6$
$x = $$\frac{6}{6}$(dividing by 6 on both sides)
$x = 1.0$",
text,1,30203,v10,"Solve for x, $12 + 4x = 6$",-1.5,,,,4.5,22,72,60,3,,,"solution: 
$12 + 4x = 6$
$4x = 6 - 12$(subtracting 12 from both sides)
$4x = -6$
$x = $$\frac{-6}{4}$(dividing by 4 on both sides)
$x = -1.5$",
text,1,30203,v10,"Solve for x, $20 + 10x = 16$",-0.4,,,,3.6,46,360,60,3,,,"solution: 
$20 + 10x = 16$
$10x = 16 - 20$(subtracting 20 from both sides)
$10x = -4$
$x = $$\frac{-4}{10}$(dividing by 10 on both sides)
$x = -0.4$",
text,1,30203,v10,"Solve for x, $16 + 4x = 32$",4,,,,12,52,192,60,3,,,"solution: 
$16 + 4x = 32$
$4x = 32 - 16$(subtracting 16 from both sides)
$4x = 16$
$x = $$\frac{16}{4}$(dividing by 4 on both sides)
$x = 4.0$",
text,1,30203,v10,"Solve for x, $22 + 8x = 24$",0.25,,,,5.75,54,368,60,3,,,"solution: 
$22 + 8x = 24$
$8x = 24 - 22$(subtracting 22 from both sides)
$8x = 2$
$x = $$\frac{2}{8}$(dividing by 8 on both sides)
$x = 0.25$",
text,1,30203,v10,"Solve for x, $20 + 4x = 2$",-4.5,,,,5.5,26,88,60,3,,,"solution: 
$20 + 4x = 2$
$4x = 2 - 20$(subtracting 20 from both sides)
$4x = -18$
$x = $$\frac{-18}{4}$(dividing by 4 on both sides)
$x = -4.5$",
text,1,30203,v10,"Solve for x, $20 + 12x = 0$",-1.66,,,,1.666666667,32,240,60,3,,,"solution: 
$20 + 12x = 0$
$12x = 0 - 20$(subtracting 20 from both sides)
$12x = -20$
$x = $$\frac{-20}{12}$(dividing by 12 on both sides)
$x = -1.66$",
text,1,30203,v10,"Solve for x, $8 + 12x = 28$",1.66,,,,3,48,432,60,3,,,"solution: 
$8 + 12x = 28$
$12x = 28 - 8$(subtracting 8 from both sides)
$12x = 20$
$x = $$\frac{20}{12}$(dividing by 12 on both sides)
$x = 1.66$",
text,1,30203,v10,"Solve for x, $14 + 12x = 8$",-0.5,,,,1.833333333,34,264,60,3,,,"solution: 
$14 + 12x = 8$
$12x = 8 - 14$(subtracting 14 from both sides)
$12x = -6$
$x = $$\frac{-6}{12}$(dividing by 12 on both sides)
$x = -0.5$",
text,1,30203,v10,"Solve for x, $10 + 2x = 24$",7,,,,17,36,68,60,3,,,"solution: 
$10 + 2x = 24$
$2x = 24 - 10$(subtracting 10 from both sides)
$2x = 14$
$x = $$\frac{14}{2}$(dividing by 2 on both sides)
$x = 7.0$",
text,1,30203,v10,"Solve for x, $12 + 12x = 18$",0.5,,,,2.5,42,360,60,3,,,"solution: 
$12 + 12x = 18$
$12x = 18 - 12$(subtracting 12 from both sides)
$12x = 6$
$x = $$\frac{6}{12}$(dividing by 12 on both sides)
$x = 0.5$",
text,1,30203,v10,"Solve for x, $16 + 10x = 26$",1,,,,4.2,52,420,60,3,,,"solution: 
$16 + 10x = 26$
$10x = 26 - 16$(subtracting 16 from both sides)
$10x = 10$
$x = $$\frac{10}{10}$(dividing by 10 on both sides)
$x = 1.0$",
text,1,30203,v10,"Solve for x, $10 + 8x = 12$",0.25,,,,2.75,30,176,60,3,,,"solution: 
$10 + 8x = 12$
$8x = 12 - 10$(subtracting 10 from both sides)
$8x = 2$
$x = $$\frac{2}{8}$(dividing by 8 on both sides)
$x = 0.25$",
text,1,30203,v10,"Solve for x, $12 + 8x = 0$",-1.5,,,,1.5,20,96,60,3,,,"solution: 
$12 + 8x = 0$
$8x = 0 - 12$(subtracting 12 from both sides)
$8x = -12$
$x = $$\frac{-12}{8}$(dividing by 8 on both sides)
$x = -1.5$",
text,1,30203,v10,"Solve for x, $18 + 12x = 12$",-0.5,,,,2.5,42,360,60,3,,,"solution: 
$18 + 12x = 12$
$12x = 12 - 18$(subtracting 18 from both sides)
$12x = -6$
$x = $$\frac{-6}{12}$(dividing by 12 on both sides)
$x = -0.5$",
text,1,30203,v10,"Solve for x, $10 + 12x = 12$",0.16,,,,1.833333333,34,264,60,3,,,"solution: 
$10 + 12x = 12$
$12x = 12 - 10$(subtracting 10 from both sides)
$12x = 2$
$x = $$\frac{2}{12}$(dividing by 12 on both sides)
$x = 0.16$",
text,1,30203,v10,"Solve for x, $6 + 2x = 14$",4,,,,10,22,40,60,3,,,"solution: 
$6 + 2x = 14$
$2x = 14 - 6$(subtracting 6 from both sides)
$2x = 8$
$x = $$\frac{8}{2}$(dividing by 2 on both sides)
$x = 4.0$",
text,1,30203,v10,"Solve for x, $12 + 8x = 24$",1.5,,,,4.5,44,288,60,3,,,"solution: 
$12 + 8x = 24$
$8x = 24 - 12$(subtracting 12 from both sides)
$8x = 12$
$x = $$\frac{12}{8}$(dividing by 8 on both sides)
$x = 1.5$",
text,1,30203,v10,"Solve for x, $20 + 10x = 4$",-1.6,,,,2.4,34,240,60,3,,,"solution: 
$20 + 10x = 4$
$10x = 4 - 20$(subtracting 20 from both sides)
$10x = -16$
$x = $$\frac{-16}{10}$(dividing by 10 on both sides)
$x = -1.6$",
text,1,30203,v10,"Solve for x, $6 + 4x = 28$",5.5,,,,8.5,38,136,60,3,,,"solution: 
$6 + 4x = 28$
$4x = 28 - 6$(subtracting 6 from both sides)
$4x = 22$
$x = $$\frac{22}{4}$(dividing by 4 on both sides)
$x = 5.5$",
