Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,v1,"('Solve for x, ', '$6x - 22 = 2$')",4,,,,-3.333333333,18,144,60,3,,,"solution: 
$6x - 22 = 2$
$6x = 2 + 22$ (adding 22 to both sides)
$6x = 24$
$x = $$\frac{24}{6}$ (dividing by 6 in both sides)
$x = 4.0$",
text,1,30203,v1,"('Solve for x, ', '$8x - 12 = 24$')",4.5,,,,1.5,28,288,60,3,,,"solution: 
$8x - 12 = 24$
$8x = 24 + 12$ (adding 12 to both sides)
$8x = 36$
$x = $$\frac{36}{8}$ (dividing by 8 in both sides)
$x = 4.5$",
text,1,30203,v1,"('Solve for x, ', '$12x - 8 = 6$')",1.167,,,,-0.166666667,2,168,60,3,,,"solution: 
$12x - 8 = 6$
$12x = 6 + 8$ (adding 8 to both sides)
$12x = 14$
$x = $$\frac{14}{12}$ (dividing by 12 in both sides)
$x = 1.167$",
text,1,30203,v1,"('Solve for x, ', '$12x - 22 = 16$')",3.167,,,,-0.5,26,456,60,3,,,"solution: 
$12x - 22 = 16$
$12x = 16 + 22$ (adding 22 to both sides)
$12x = 38$
$x = $$\frac{38}{12}$ (dividing by 12 in both sides)
$x = 3.167$",
text,1,30203,v1,"('Solve for x, ', '$10x - 18 = 34$')",5.2,,,,1.6,42,520,60,3,,,"solution: 
$10x - 18 = 34$
$10x = 34 + 18$ (adding 18 to both sides)
$10x = 52$
$x = $$\frac{52}{10}$ (dividing by 10 in both sides)
$x = 5.2$",
text,1,30203,v1,"('Solve for x, ', '$2x - 8 = 34$')",21,,,,13,40,84,60,3,,,"solution: 
$2x - 8 = 34$
$2x = 34 + 8$ (adding 8 to both sides)
$2x = 42$
$x = $$\frac{42}{2}$ (dividing by 2 in both sides)
$x = 21.0$",
text,1,30203,v1,"('Solve for x, ', '$10x - 16 = 28$')",4.4,,,,1.2,34,440,60,3,,,"solution: 
$10x - 16 = 28$
$10x = 28 + 16$ (adding 16 to both sides)
$10x = 44$
$x = $$\frac{44}{10}$ (dividing by 10 in both sides)
$x = 4.4$",
text,1,30203,v1,"('Solve for x, ', '$12x - 8 = 10$')",1.5,,,,0.166666667,6,216,60,3,,,"solution: 
$12x - 8 = 10$
$12x = 10 + 8$ (adding 8 to both sides)
$12x = 18$
$x = $$\frac{18}{12}$ (dividing by 12 in both sides)
$x = 1.5$",
text,1,30203,v1,"('Solve for x, ', '$8x - 14 = 28$')",5.25,,,,1.75,34,336,60,3,,,"solution: 
$8x - 14 = 28$
$8x = 28 + 14$ (adding 14 to both sides)
$8x = 42$
$x = $$\frac{42}{8}$ (dividing by 8 in both sides)
$x = 5.25$",
text,1,30203,v1,"('Solve for x, ', '$12x - 20 = 2$')",1.83,,,,-1.5,10,264,60,3,,,"solution: 
$12x - 20 = 2$
$12x = 2 + 20$ (adding 20 to both sides)
$12x = 22$
$x = $$\frac{22}{12}$ (dividing by 12 in both sides)
$x = 1.83$",
