Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,30203,v3," Solve for x, $12x + 4 = 32$",2.33,,,,-3,48,432,60,3,,,"solution: 
$12x + 4 = 32$
$12x = 32 - 4$(subtracting 4 from both sides)$12x = 28$$x = $$\frac{28}{12}$(dividing by 12 on both sides)$x = 2.33$",
text,1,30203,v3," Solve for x, $6x + 18 = 30$",2,,,,-8,54,288,60,3,,,"solution: 
$6x + 18 = 30$
$6x = 30 - 18$(subtracting 18 from both sides)$6x = 12$$x = $$\frac{12}{6}$(dividing by 6 on both sides)$x = 2.0$",
text,1,30203,v3," Solve for x, $10x + 10 = 22$",1.2,,,,-3.2,42,320,60,3,,,"solution: 
$10x + 10 = 22$
$10x = 22 - 10$(subtracting 10 from both sides)$10x = 12$$x = $$\frac{12}{10}$(dividing by 10 on both sides)$x = 1.2$",
text,1,30203,v3," Solve for x, $10x + 4 = 26$",2.2,,,,-3,40,300,60,3,,,"solution: 
$10x + 4 = 26$
$10x = 26 - 4$(subtracting 4 from both sides)$10x = 22$$x = $$\frac{22}{10}$(dividing by 10 on both sides)$x = 2.2$",
text,1,30203,v3," Solve for x, $2x + 8 = 28$",10,,,,-18,38,72,60,3,,,"solution: 
$2x + 8 = 28$
$2x = 28 - 8$(subtracting 8 from both sides)$2x = 20$$x = $$\frac{20}{2}$(dividing by 2 on both sides)$x = 10.0$",
text,1,30203,v3," Solve for x, $12x + 10 = 22$",1,,,,-2.666666667,44,384,60,3,,,"solution: 
$12x + 10 = 22$
$12x = 22 - 10$(subtracting 10 from both sides)$12x = 12$$x = $$\frac{12}{12}$(dividing by 12 on both sides)$x = 1.0$",
text,1,30203,v3," Solve for x, $8x + 22 = 36$",1.75,,,,-7.25,66,464,60,3,,,"solution: 
$8x + 22 = 36$
$8x = 36 - 22$(subtracting 22 from both sides)$8x = 14$$x = $$\frac{14}{8}$(dividing by 8 on both sides)$x = 1.75$",
text,1,30203,v3," Solve for x, $6x + 12 = 26$",2.33,,,,-6.333333333,44,228,60,3,,,"solution: 
$6x + 12 = 26$
$6x = 26 - 12$(subtracting 12 from both sides)$6x = 14$$x = $$\frac{14}{6}$(dividing by 6 on both sides)$x = 2.33$",
text,1,30203,v3," Solve for x, $10x + 14 = 26$",1.2,,,,-4,50,400,60,3,,,"solution: 
$10x + 14 = 26$
$10x = 26 - 14$(subtracting 14 from both sides)$10x = 12$$x = $$\frac{12}{10}$(dividing by 10 on both sides)$x = 1.2$",
text,1,30203,v3," Solve for x, $8x + 8 = 36$",3.5,,,,-5.5,52,352,60,3,,,"solution: 
$8x + 8 = 36$
$8x = 36 - 8$(subtracting 8 from both sides)$8x = 28$$x = $$\frac{28}{8}$(dividing by 8 on both sides)$x = 3.5$",
text,1,30203,v3," Solve for x, $6x + 8 = 32$",4,,,,-6.666666667,46,240,60,3,,,"solution: 
$6x + 8 = 32$
$6x = 32 - 8$(subtracting 8 from both sides)$6x = 24$$x = $$\frac{24}{6}$(dividing by 6 on both sides)$x = 4.0$",
