Question_Type,Answer_Type,Topic_Number,Variation,Question,Correct_Answer_1,Correct_Answer_2,Correct_Answer_3,Correct_Answer_4,Wrong_Answer_1,Wrong_Answer_2,Wrong_Answer_3,Time_in_seconds,Difficulty_Level,Question_IAV,ContributorMail,Solution_text,Solution_IAV
text,1,030102,v1,Which of the following is not an equation ?,$x / 20$,,,,$8x - 4 = 18$,$16b + 21 = 30$,$4y * 8 = 26$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$x / 20$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$15 - 9 > 6$,,,,$18a / 6 = 21$,$30x - 19 = 17$,$17z / 5 = 22$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$15 - 9 > 6$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$x - 3$,,,,$25y - 15 = 30$,$25b - 11 = 21$,$12b * 3 = 28$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$x - 3$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$25 - 4 < 21$,,,,$30b * 13 = 20$,$11b * 10 = 17$,$3z * 21 = 15$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$25 - 4 < 21$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$8p < 28$,,,,$27z / 20 = 16$,$26x / 9 = 17$,$14z + 11 = 23$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$8p < 28$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$19p > 29$,,,,$10c - 4 = 22$,$23z / 18 = 16$,$6a * 15 = 22$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$19p > 29$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$20p > 16$,,,,$15c * 8 = 26$,$2a * 10 = 19$,$13z / 30 = 17$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$20p > 16$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$18p < 18$,,,,$5c / 17 = 26$,$17c - 16 = 19$,$18x + 8 = 17$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$18p < 18$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$20 - 9 > 11$,,,,$8z * 17 = 29$,$10a * 7 = 24$,$16a * 7 = 18$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$20 - 9 > 11$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$15 + 7 < 22$,,,,$27y - 5 = 26$,$17y / 16 = 18$,$28b + 18 = 18$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$15 + 7 < 22$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$12 + 10 > 22$,,,,$29x - 3 = 24$,$17a * 25 = 26$,$25y * 8 = 24$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$12 + 10 > 22$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$x * 29$,,,,$15x - 16 = 26$,$5z - 3 = 27$,$4a + 4 = 29$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$x * 29$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$x - 24$,,,,$24z + 3 = 15$,$7z / 26 = 26$,$21y - 3 = 20$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$x - 24$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$x / 29$,,,,$8z + 8 = 21$,$5a - 24 = 23$,$29x / 27 = 20$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$x / 29$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$30 - 3 > 27$,,,,$21c - 3 = 19$,$22c + 29 = 24$,$23b + 3 = 25$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$30 - 3 > 27$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$27p > 26$,,,,$5b - 12 = 24$,$17y * 16 = 15$,$27y + 15 = 30$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$27p > 26$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
text,1,030102,v1,Which of the following is not an equation ?,$x / 3$,,,,$22x - 13 = 25$,$29z / 17 = 18$,$29x + 24 = 26$,60,3,,2018.hemkesh.raina@ves.ac.in,"Solution: $$x / 3$$Equation can be defined as a mathematical statement 
in which two expressions are set equal to each other",
